Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
532880,OMAXE LTD.,Promoter Group,1533250,15332500,10,Disposal,NA,22-Jun-23
532880,OMAXE LTD.,Promoter,1533250,15332500,10,Revoke,NA,8-Jun-23
532880,OMAXE LTD.,Promoter,3050000,30500000,10,Revoke,NA,2-Jun-23
532880,OMAXE LTD.,Promoter,1900000,19000000,10,Revoke,NA,2-Jun-23
532880,OMAXE LTD.,Promoter,150000,1500000,10,Revoke,NA,2-Jun-23
532880,OMAXE LTD.,Promoter,1200000,12000000,10,Revoke,NA,2-Jun-23
532880,OMAXE LTD.,Promoter,2250000,22500000,10,Revoke,NA,18-May-23
532880,OMAXE LTD.,Promoter,6500000,65000000,10,Revoke,NA,18-May-23
532880,OMAXE LTD.,Promoter,2326000,23260000,10,Revoke,NA,18-May-23
532944,OnMobile Global Ltd.,Connected Person,46146,1854146,40.17999393,Acquisition,NA,20-Jul-23
532944,OnMobile Global Ltd.,Connected Person,100005,7614724,,Disposal,NSE,6-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2000,1070710,,Disposal,NSE,3-Jul-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2000,910000,,Disposal,NSE,3-Jul-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2000,1039430,,Disposal,NSE,3-Jul-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,5000,2564060,,Disposal,NSE,26-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2135,1039282,,Disposal,NSE,23-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,1475,738048,,Disposal,NSE,23-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,1500,751500,,Disposal,NSE,23-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,20000,10508153,,Disposal,NSE,20-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,1000,459231,,Disposal,NSE,9-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2763,1369013,,Disposal,NSE,9-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Director,4452,2289010,,Disposal,NSE,7-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,5000,2375000,,Disposal,NSE,7-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,10000,5091400,,Disposal,NSE,7-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,5000,2250000,,Disposal,NSE,7-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2266,1030637,,Disposal,NSE,1-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,680,312480,,Disposal,NSE,1-Jun-23
517536,ONWARD TECHNOLOGIES LTD.,Designated Person,2700,1245146,,Disposal,NSE,30-May-23
517536,ONWARD TECHNOLOGIES LTD.,Employee,6553,2604389,,Disposal,NSE,24-May-23
517536,ONWARD TECHNOLOGIES LTD.,Employee,13750,5425084,,Disposal,NSE,24-May-23
517536,ONWARD TECHNOLOGIES LTD.,Employee,13750,5425084,,Disposal,NSE,24-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,300,923055,3076.85,Acquisition,NA,5-Jul-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,350,1076897,3076.848571,Acquisition,NA,5-Jul-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Other,2369,4312435,1820.360912,Acquisition,NA,4-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Other,300,972375,3241.25,Acquisition,NA,4-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,2600,4620775,1777.221154,Acquisition,NA,4-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Other,175,567219,3241.251429,Acquisition,NA,4-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,300,1149355,,Disposal,NSE,5-Jul-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,250,921757,,Disposal,NSE,5-Jul-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,450,1640802,,Disposal,NSE,16-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,2500,9249054,,Disposal,NSE,12-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,55,200750,,Disposal,NSE,12-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,1800,6264000,,Disposal,NSE,10-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Designated Person,300,1110500,,Disposal,NSE,10-May-23
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Immediate Relative,200,726400,,Disposal,NSE,10-May-23
512626,ORBIT EXPORTS LTD.,Designated Person,1500,248250,,Disposal,NSE,21-Jun-23
512626,ORBIT EXPORTS LTD.,Designated Person,3400,667250,,Disposal,NSE,21-Jun-23
512626,ORBIT EXPORTS LTD.,Designated Person,1350,223439,,Disposal,NSE,21-Jun-23
530365,ORIENT BELL LIMITED-$,Promoter Group,1000,520000,,Acquisition,NSE,3-Jul-23
530365,ORIENT BELL LIMITED-$,Promoter,1074,558480,,Acquisition,NSE,3-Jul-23
530365,ORIENT BELL LIMITED-$,Promoter,250,131500,,Acquisition,NSE,7-Jun-23
541301,Orient Electric Ltd,Designated Person,6911,1620984,234.551295,Revoke,NA,3-Jul-23
541301,Orient Electric Ltd,Designated Person,13500,3286575,243.45,Revoke,NA,13-Jun-23
541301,Orient Electric Ltd,KMP,99245,23878347,240.6,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,12591,2979031,236.6000318,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,14155,3349073,236.6,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,11167,2642112,236.5999821,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,29653,7146373,241,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,9824,2324358,236.5999593,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Designated Person,95803,22666990,236.6000021,Pledge,NA,2-Jun-23
541301,Orient Electric Ltd,Other,307883,44365940,144.099999,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,95803,13805212,144.0999969,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,29653,4272997,144.0999899,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,11167,1609165,144.1000269,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,12591,1814363,144.0999921,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,9824,1415638,144.0999593,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,14155,2039736,144.1000353,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,KMP,99245,14301205,144.100005,Acquisition,NA,29-May-23
541301,Orient Electric Ltd,Designated Person,6911,1620984,,Disposal,NSE,3-Jul-23
541301,Orient Electric Ltd,Connected Person,10000,2430000,,Disposal,NSE,20-Jun-23
541301,Orient Electric Ltd,Connected Person,8911,2138640,,Disposal,NSE,16-Jun-23
541301,Orient Electric Ltd,Designated Person,13500,3286575,,Disposal,NSE,13-Jun-23
541301,Orient Electric Ltd,Designated Person,4436,993664,,Disposal,NSE,25-May-23
541301,Orient Electric Ltd,Designated Person,5000,1100000,,Disposal,NSE,25-May-23
539287,Ortin Laboratories Ltd,Promoter,100000,2138000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter,100000,2138000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter,35000,748300,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter,150000,3207000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter,100000,2138000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter,50000,1069000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter & Director,140000,2993200,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter & Director,150000,3207000,,Disposal,NSE,9-Jun-23
539287,Ortin Laboratories Ltd,Promoter & Director,125000,2672500,,Disposal,NSE,9-Jun-23
532900,Paisalo Digital Ltd,Promoter Group,200000,9800000,49,Pledge,NA,20-Jul-23
532900,Paisalo Digital Ltd,Promoter Group,200000,9992000,49.96,Pledge,NA,28-Jun-23
532900,Paisalo Digital Ltd,Promoter Group,1012100,49953150,,Acquisition,NSE,27-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,292000,42624768,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Connected Person,320000,43803540,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Other,98000,13471778,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Other,320000,43803540,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Other,292000,42624768,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Connected Person,98000,13471778,,Acquisition,NSE,4-Jul-23
539889,Parag Milk Foods Ltd,Connected Person,680000,82618429,,Acquisition,NSE,27-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,783000,103583043,,Acquisition,NSE,27-Jun-23
539889,Parag Milk Foods Ltd,Other,680000,82618429,,Acquisition,NSE,27-Jun-23
539889,Parag Milk Foods Ltd,Other,783000,103583043,,Acquisition,NSE,27-Jun-23
539889,Parag Milk Foods Ltd,Other,97000,10837153,,Acquisition,NSE,23-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,97000,10837153,,Acquisition,NSE,23-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,123554,14094502,,Acquisition,NSE,22-Jun-23
539889,Parag Milk Foods Ltd,Other,123554,14094502,,Acquisition,NSE,22-Jun-23
539889,Parag Milk Foods Ltd,Other,140000,14591741,,Acquisition,NSE,15-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,140000,14591741,,Acquisition,NSE,15-Jun-23
539889,Parag Milk Foods Ltd,Connected Person,34000,3182840,,Acquisition,NSE,12-May-23
539889,Parag Milk Foods Ltd,Other,34000,3182840,,Acquisition,NSE,12-May-23
539889,Parag Milk Foods Ltd,Other,89715,8373695,,Acquisition,NSE,11-May-23
539889,Parag Milk Foods Ltd,Connected Person,89715,8373695,,Acquisition,NSE,11-May-23
539889,Parag Milk Foods Ltd,Connected Person,193881,18411224,,Acquisition,NSE,5-May-23
539889,Parag Milk Foods Ltd,Other,193881,18411224,,Acquisition,NSE,5-May-23
530555,PARAMOUNT COMMUNICATIONS LTD.-$,Promoter Group,29000000,449500000,15.5,Acquisition,NA,7-Jun-23
500368,Patanjali Foods Ltd,Promoter,25339640,29013798278,,Disposal,NSE,15-Jul-23
526381,PATEL INTEGRATED LOGISTICS LTD.-$,Promoter Group,629184,8349272,,Disposal,NSE,13-Jun-23
526381,PATEL INTEGRATED LOGISTICS LTD.-$,Promoter Group,5296,752032,,Disposal,NSE,13-Jun-23
538730,PDS Ltd,Promoter,5,1732,346.4,Disposal,NA,27-Jun-23
538730,PDS Ltd,Promoter & Director,5,1732,346.4,Acquisition,NA,27-Jun-23
538730,PDS Ltd,Promoter Group,180,61267,340.3722222,Disposal,NA,22-Jun-23
538730,PDS Ltd,Promoter & Director,180,61267,340.3722222,Acquisition,NA,22-Jun-23
538730,PDS Ltd,Promoter Group,180,61267,340.3722222,Disposal,NA,19-Jun-23
538730,PDS Ltd,Promoter & Director,180,61267,340.3722222,Acquisition,NA,19-Jun-23
538730,PDS Ltd,Promoter & Director,249995,85608628,342.4413608,Acquisition,NA,18-Jun-23
538730,PDS Ltd,Promoter Group,249995,85608628,342.4413608,Disposal,NA,18-Jun-23
538730,PDS Ltd,Trust,10000,3220538,,Acquisition,NSE,30-May-23
538730,PDS Ltd,Trust,20000,6592986,,Acquisition,NSE,30-May-23
513228,PENNAR INDUSTRIES LTD.-$,Promoter Group,22000,0,0,Disposal,NA,2-Jun-23
513228,PENNAR INDUSTRIES LTD.-$,Promoter,13000,1024441,,Acquisition,NSE,23-Jun-23
513228,PENNAR INDUSTRIES LTD.-$,Promoter Group,10000,808911,,Disposal,NSE,23-Jun-23
513228,PENNAR INDUSTRIES LTD.-$,Employee,26513,2028244,,Disposal,NSE,21-Jun-23
513228,PENNAR INDUSTRIES LTD.-$,Promoter,22000,1515803,,Acquisition,NSE,2-Jun-23
533581,PG ELECTROPLAST LTD.,Trust,2945,4507613,,Disposal,NSE,10-Jul-23
500331,PIDILITE INDUSTRIES LTD.,KMP,110000,110000,1,Acquisition,NA,10-Jul-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,23235,0,0,Acquisition,NA,28-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,23235,0,0,Disposal,NA,28-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,15250,40847125,2678.5,Revoke,NA,16-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,25000,67145000,2685.8,Pledge,NA,14-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,25000,25000,1,Acquisition,NA,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Designated Person,1450,1450,1,Acquisition,NA,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Employee,660,660,1,Acquisition,NA,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Employee,600,600,1,Acquisition,NA,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Employee,3335,3335,1,Acquisition,NA,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Immediate Relative,10000,23675500,2367.55,Revoke,NA,26-May-23
500331,PIDILITE INDUSTRIES LTD.,Designated Person,6000,14205300,2367.55,Revoke,NA,26-May-23
500331,PIDILITE INDUSTRIES LTD.,Designated Person,10000,23645500,2364.55,Revoke,NA,26-May-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,1819,4902325,,Disposal,NSE,23-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,24000,63991912,,Disposal,NSE,23-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,24000,64020496,,Disposal,NSE,23-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,6792,18405462,,Disposal,NSE,21-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,25732,69200567,,Disposal,NSE,21-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,3296,8914276,,Disposal,NSE,16-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,6276,16972577,,Disposal,NSE,16-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Director,9750,26205363,,Disposal,NSE,15-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,12097,32723416,,Disposal,NSE,14-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,3509,9296617,,Disposal,NSE,14-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,130,346457,,Disposal,NSE,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,7098,18856704,,Disposal,NSE,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,7098,18856704,,Disposal,NSE,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Promoter Group,130,346457,,Disposal,NSE,9-Jun-23
500331,PIDILITE INDUSTRIES LTD.,Designated Person,500,1282646,,Disposal,NSE,18-May-23
524000,Poonawalla Fincorp Ltd,Director,2508000,860306700,343.025,Revoke,NA,19-Jun-23
524000,Poonawalla Fincorp Ltd,Director,2508000,731332800,291.6,Pledge,NA,25-May-23
543912,Power and Instrumentation (Gujarat) Ltd,Promoter Group,100000,6499800,,Disposal,NSE,12-Jun-23
543912,Power and Instrumentation (Gujarat) Ltd,Promoter Group,462440,33939942,,Disposal,NSE,2-Jun-23
539302,Power Mech Projects Ltd,Promoter Group,1059,3470608,,Disposal,NSE,20-Jun-23
539302,Power Mech Projects Ltd,Promoter Group,930,3021646,,Disposal,NSE,17-Jun-23
539302,Power Mech Projects Ltd,Promoter Group,3571,11711706,,Disposal,NSE,17-Jun-23
539302,Power Mech Projects Ltd,Promoter Group,1467,4789159,,Disposal,NSE,17-Jun-23
539302,Power Mech Projects Ltd,Promoter Group,500,1650000,,Disposal,NSE,6-Jun-23
522205,PRAJ INDUSTRIES LTD.,Director,42589,16420259,,Disposal,NSE,12-Jun-23
522205,PRAJ INDUSTRIES LTD.,Director,39748,15500406,,Disposal,NSE,7-Jun-23
522205,PRAJ INDUSTRIES LTD.,Director,17333,6846535,,Disposal,NSE,5-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5000,22500,,Acquisition,NSE,1-Jul-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5000,22250,,Acquisition,NSE,30-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,10000,46475,,Acquisition,NSE,23-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5500,26100,,Acquisition,NSE,21-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,2000,9200,,Acquisition,NSE,21-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,1000,4800,,Acquisition,NSE,20-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,10000,47500,,Acquisition,NSE,17-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,9000,39150,,Acquisition,NSE,8-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5000,22000,,Acquisition,NSE,6-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5000,22000,,Acquisition,NSE,2-Jun-23
533239,PRAKASH STEELAGE LTD.,Promoter & Director,5500,24175,,Acquisition,NSE,1-Jun-23
540724,Prataap Snacks Ltd,Promoter,25000,19125341,,Disposal,NSE,5-Jul-23
540724,Prataap Snacks Ltd,Promoter,25000,19125001,,Disposal,NSE,5-Jul-23
540901,Praxis Home Retail Ltd,Promoter,163,2266,13.90184049,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,11659425,162066008,13.90000004,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,163,2266,13.90184049,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,163,2266,13.90184049,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,163,2266,13.90184049,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,163,2266,13.90184049,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,907136,12609190,13.89999956,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,5490,76311,13.9,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,1100000,15290000,13.9,Acquisition,NA,28-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,2750000,34925000,12.7,Acquisition,NA,8-Jun-23
540901,Praxis Home Retail Ltd,Promoter,2750000,34925000,12.7,Disposal,NA,8-Jun-23
540901,Praxis Home Retail Ltd,Promoter Group,12241293,235644890,19.24999998,Pledge,NA,17-May-23
540901,Praxis Home Retail Ltd,Promoter Group,12241293,235644890,19.24999998,Pledge,NA,17-May-23
526247,PREMIER EXPLOSIVES LTD.,KMP,2104,887192,,Acquisition,NSE,14-Jun-23
526247,PREMIER EXPLOSIVES LTD.,Director,1436,626527,,Acquisition,NSE,14-Jun-23
540293,Pricol Ltd,Promoter Group,210000,50109696,,Acquisition,NSE,13-Jun-23
540293,Pricol Ltd,Promoter Group,23854,5653148,,Acquisition,NSE,7-Jun-23
540293,Pricol Ltd,Promoter Group,182000,42912925,,Acquisition,NSE,2-Jun-23
540293,Pricol Ltd,Promoter Group,1200000,279675100,,Acquisition,NSE,2-Jun-23
530589,PRIMA PLASTICS LTD.,Promoter,18600,2767680,148.8,Acquisition,NA,11-Jul-23
530589,PRIMA PLASTICS LTD.,Promoter,467810,72206474,154.3500011,Acquisition,NA,10-Jul-23
532748,PRIME FOCUS LTD.,Designated Person,11000,1215658,,Disposal,NSE,4-Jul-23
532748,PRIME FOCUS LTD.,Designated Person,12000,1211101,,Disposal,NSE,12-Jun-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,3575,39325,11,Acquisition,NA,7-Jul-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,3575,39325,11,Disposal,NA,7-Jul-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,296009,3256099,11,Acquisition,NA,17-Jun-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,141531,1556841,11,Acquisition,NA,17-Jun-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,296009,3256099,11,Disposal,NA,17-Jun-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,141531,1556841,11,Disposal,NA,17-Jun-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,798083,8778913,11,Acquisition,NA,26-May-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,211863,2330493,11,Acquisition,NA,26-May-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter,86654,953194,11,Disposal,NA,26-May-23
512217,PRISM MEDICO AND PHARMACY LTD.,Promoter Group,923292,10156212,11,Disposal,NA,26-May-23
534675,Prozone Realty Ltd,Promoter Group,75761,1858421,,Disposal,NSE,27-Jun-23
540544,PSP Projects Ltd,Promoter & Director,25000,18034548,,Acquisition,NSE,2-Jun-23
540544,PSP Projects Ltd,Promoter & Director,25000,18664447,,Acquisition,NSE,30-May-23
540544,PSP Projects Ltd,Promoter & Director,25000,17862408,,Acquisition,NSE,26-May-23
540544,PSP Projects Ltd,Promoter & Director,50000,35196999,,Acquisition,NSE,24-May-23
506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Directors Immediate Relative,943,850586,,Disposal,NSE,29-Jun-23
506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Director,5861,4678250,,Disposal,NSE,8-Jun-23
506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Directors Immediate Relative,2269,1788199,,Disposal,NSE,3-Jun-23
511116,Quadrant Televentures Limited-$,Promoter,84200232,75780209,0.900000002,Pledge,NA,9-Jun-23
532735,R Systems International Limited,Promoter Group,371908,90745552,244,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter Group,16236331,3880471897,238.9993094,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter Group,367525,89676100,244,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter Group,100,24400,244,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter Group,18676248,4460975473,238.8582264,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter Group,1272389,310462916,244,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter & Director,7403456,1705271419,230.3345112,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter,61129969,14364065428,234.9758337,Acquisition,NA,12-May-23
532735,R Systems International Limited,Promoter,5099389,1169942250,229.4279275,Disposal,NA,12-May-23
532735,R Systems International Limited,Promoter,11702623,2656495421,227,Disposal,NA,12-May-23
543524,Rainbow Children's Medicare Ltd,Designated Person,5066,4940248,,Disposal,NSE,24-Jun-23
543524,Rainbow Children's Medicare Ltd,Designated Person,1500,1449000,,Disposal,NSE,21-Jun-23
543524,Rainbow Children's Medicare Ltd,Designated Person,49000,45473203,,Disposal,NSE,8-Jun-23
543524,Rainbow Children's Medicare Ltd,Designated Person,9750,9146994,,Disposal,NSE,8-Jun-23
543524,Rainbow Children's Medicare Ltd,Designated Person,10000,9234077,,Disposal,NSE,22-May-23
543524,Rainbow Children's Medicare Ltd,Designated Person,1340,1235070,,Disposal,NSE,22-May-23
517522,RAJRATAN GLOBAL WIRE LTD.,Promoter Group,1000000,0,0,Acquisition,NA,16-May-23
517522,RAJRATAN GLOBAL WIRE LTD.,Promoter & Director,1000000,0,0,Disposal,NA,16-May-23
532369,RAMCO INDUSTRIES LTD.,Promoter Group,580000,76200000,131.3793103,Revoke,NA,5-May-23
532370,RAMCO SYSTEMS LTD.,Designated Person,17835,4675819,262.170956,Acquisition,NSE,25-Jul-23
533262,RAMKY INFRASTRUCTURE LTD.,Other,26300,378,,Acquisition,NSE,30-Jun-23
533262,RAMKY INFRASTRUCTURE LTD.,Designated Person,15300,0,,Acquisition,NSE,16-Jun-23
532988,RANE ENGINE VALVE LTD.,Promoter,171821,49999911,291,Disposal,NA,28-Jun-23
532988,RANE ENGINE VALVE LTD.,Promoter,171821,49999911,291,Acquisition,NA,28-Jun-23
504341,Ravindra Energy Ltd,Promoter,7000000,343000000,49,Pledge,NA,29-Jun-23
500330,RAYMOND LTD.,Connected Person,12109,20629982,,Acquisition,NSE,3-Jul-23
500330,RAYMOND LTD.,Connected Person,10191,17127810,,Acquisition,NSE,3-Jul-23
532712,RELIANCE COMMUNICATIONS LTD.,Promoter,92000000,115000000,1.25,Invoke,NA,6-Jun-23
