Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
524602,Bandaram Pharma Packtech Ltd,M. Sukumari,Promoter,Any other instrument,0,0.00,Any other instrument,337500,0.00,Acquisition,-,337500,0.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B. Muniratnam Reddy,Promoter,Equity Shares,562500,18.75,Equity Shares,0,0.00,Acquisition,Equity,562500,18.75,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B. Muniratnam Reddy,Promoter,Any other instrument,0,0.00,Any other instrument,1687500,0.00,Acquisition,-,1687500,0.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B Sathyavathi,Promoter & Director,Equity Shares,450000,15.00,Equity Shares,0,0.00,Acquisition,Equity,450000,15.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B. Deepak Reddy,Promoter & Director,Any other instrument,0,0.00,Any other instrument,1350000,0.00,Acquisition,-,1350000,0.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B. Premsai Reddy,Promoter & Director,Equity Shares,450000,15.00,Equity Shares,0,0.00,Acquisition,Equity,450000,15.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
524602,Bandaram Pharma Packtech Ltd,B. Deepak Reddy,Promoter & Director,Equity Shares,450000,15.00,Equity Shares,0,0.00,Acquisition,Equity,450000,15.00,06 Jul 2023,06 Jul 2023,10 Jul 2023,Others,,,,,,,NA,10 Jul 2023
539679,Kapil Raj Finance Ltd,PRAVIN PARKASH SALVI,Director,Equity Shares,225000,3.41,Equity Shares,225000,2250000.00,Acquisition,Equity,450000,5.59,28 Jun 2023,28 Jun 2023,07 Jul 2023,Allotment,,,,,,,BSE,09 Jul 2023
539679,Kapil Raj Finance Ltd,PUNITH D PUTHRAN,Director,Equity Shares,250000,3.71,Equity Shares,250000,2500000.00,Acquisition,Equity,500000,6.22,28 Jun 2023,28 Jun 2023,07 Jul 2023,Allotment,,,,,,,BSE,09 Jul 2023
505712,Him Teknoforge Ltd,DAYA RANI,Promoter Group,Equity Shares,197749,2.51,Equity Shares,197749,395498.00,Disposal,Equity,0,0.00,05 Jul 2023,05 Jul 2023,06 Jul 2023,Others,,,,,,,NA,08 Jul 2023
505712,Him Teknoforge Ltd,Vinod Aggarwal,Promoter Group,Equity Shares,540980,6.87,Equity Shares,98874,197748.00,Acquisition,Equity,639854,8.13,05 Jul 2023,05 Jul 2023,06 Jul 2023,Inheritance,,,,,,,NA,08 Jul 2023
505712,Him Teknoforge Ltd,Vijay Aggarwal,Promoter & Director,Equity Shares,746033,9.48,Equity Shares,98875,197750.00,Acquisition,Equity,844908,10.74,05 Jul 2023,05 Jul 2023,06 Jul 2023,Inheritance,,,,,,,NA,08 Jul 2023
532488,DIVI'S LABORATORIES LTD.,V. Sridhar,Designated Person,Equity Shares,1900,0.00,Equity Shares,1900,6225350.00,Revoke,Equity,1900,0.00,16 May 2023,16 May 2023,07 Jul 2023,Pledge Released,,,,,,,NA,07 Jul 2023
543410,DMR Hydroengineering & Infrastructures Ltd,SUBHASH CHANDER MITTAL,Promoter & Director,Equity Shares,1090000,29.25,Equity Shares,12000,445020.00,Acquisition,Equity,1102000,29.57,06 Jul 2023,06 Jul 2023,06 Jul 2023,Market Purchase,,,,,,,BSE,07 Jul 2023
508929,Joy Realty Limited,JAYANTILAL B SONI HUF,Promoter,Equity Shares,105620,4.39,Equity Shares,105620,2851740.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
543282,Niks Technology Ltd,ANAMIKA ANAND,Promoter Group,Equity Shares,13400,4.51,Equity Shares,600,145500.00,Disposal,Equity,12800,3.69,05 Jul 2023,05 Jul 2023,07 Jul 2023,Market Sale,,,,,,,BSE,07 Jul 2023
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Zuari Industries Limited Formerly Zuari Global Limited ,Promoter,Equity Shares,59017307,14.18,Equity Shares,370000,101010000.00,Revoke,Equity,59017307,14.18,05 Jul 2023,05 Jul 2023,06 Jul 2023,Pledge Released,,,,,,,NA,07 Jul 2023
533104,GLOBUS SPIRITS LTD.,Shekhar Swarup,Promoter Group,Equity Shares,766835,2.66,Equity Shares,729345,0.00,Disposal,Equity,37490,0.13,06 Jul 2023,06 Jul 2023,07 Jul 2023,Inter-se Transfer,,,,,,,NA,07 Jul 2023
508929,Joy Realty Limited,JATIN TARUN DHARAMSHI,Promoter,Equity Shares,40000,1.66,Equity Shares,40000,1080000.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
533104,GLOBUS SPIRITS LTD.,Madhavi Swarup,Promoter Group,Equity Shares,60,0.00,Equity Shares,2629933,0.00,Acquisition,Equity,2629993,9.13,06 Jul 2023,06 Jul 2023,07 Jul 2023,Inter-se Transfer,,,,,,,NA,07 Jul 2023
508929,Joy Realty Limited,MALTI J SONI,Promoter,Equity Shares,100000,4.16,Equity Shares,100000,2700000.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
533104,GLOBUS SPIRITS LTD.,Ajay Kumar Swarup,Promoter,Equity Shares,1924254,6.68,Equity Shares,1900588,0.00,Disposal,Equity,23666,0.08,06 Jul 2023,06 Jul 2023,07 Jul 2023,Inter-se Transfer,,,,,,,NA,07 Jul 2023
509597,HARDCASTLE & WAUD MFG.CO.LTD.,Saubhagya Impex Private Limited,Promoter Group,Equity Shares,103051,15.17,Equity Shares,103051,0.00,Disposal,Equity,0,0.00,05 Jul 2023,05 Jul 2023,07 Jul 2023,Off Market,,,,,,,BSE,07 Jul 2023
524654,NATURAL CAPSULES LTD.,PRAMOD KASAT HUF,Directors Immediate Relative,Equity Shares,23041,0.25,Equity Shares,756,297108.00,Disposal,Equity,22285,0.24,28 Jun 2023,28 Jun 2023,06 Jul 2023,Market Sale,,,,,,,BSE,07 Jul 2023
508929,Joy Realty Limited,MONEY ANCHOR FINANCIAL SERVICES PVT LTD,Promoter Group,Equity Shares,79560,3.31,Equity Shares,79560,2148120.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
509597,HARDCASTLE & WAUD MFG.CO.LTD.,Shri Ambika Trading Company Private Limited,Promoter Group,Equity Shares,91555,13.47,Equity Shares,226053,0.00,Acquisition,Equity,317608,46.74,05 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,BSE,07 Jul 2023
509597,HARDCASTLE & WAUD MFG.CO.LTD.,Concept Highland Business Private Limited,Promoter Group,Equity Shares,1,0.00,Equity Shares,1,0.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,BSE,07 Jul 2023
509597,HARDCASTLE & WAUD MFG.CO.LTD.,Hawcoplast Investments & Trading Limited,Promoter Group,Equity Shares,123001,18.10,Equity Shares,123001,0.00,Disposal,Equity,0,0.00,05 Jul 2023,05 Jul 2023,07 Jul 2023,Off Market,,,,,,,BSE,07 Jul 2023
508929,Joy Realty Limited,KALPANA TARUN DHARAMSHI,Promoter,Equity Shares,36000,1.50,Equity Shares,36000,972000.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
508929,Joy Realty Limited,CHANDAN MOTA,Promoter,Equity Shares,145600,6.06,Equity Shares,145600,3931200.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
508929,Joy Realty Limited,SNEHAL JATIN DHARAMSHI,Promoter,Equity Shares,153580,6.39,Equity Shares,153580,4146660.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
500270,BARODA RAYON CORPORATION LTD.,Mohanlal Bhimjibhai Patel,Promoter,Equity Shares,1009428,4.40,Equity Shares,38377,230262.00,Acquisition,Equity,1047805,4.57,06 Jul 2023,06 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Uma Ranjit Malhotra,Promoter Group,Equity Shares,1009604,0.08,Equity Shares,137304,214764052.00,Acquisition,Equity,1146908,0.09,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Uma Ranjit Malhotra,Promoter Group,Equity Shares,1071908,0.09,Equity Shares,50000,78207500.00,Disposal,Equity,1021908,0.08,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Anjali K. Mahindra,Promoter Group,Equity Shares,204438,0.02,Equity Shares,50000,78207500.00,Acquisition,Equity,254438,0.02,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Uma Ranjit Malhotra,Promoter Group,Equity Shares,1146908,0.09,Equity Shares,75000,117311250.00,Disposal,Equity,1071908,0.09,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Marthand Singh Mahindra,Promoter Group,Equity Shares,0,0.00,Equity Shares,75000,117311250.00,Acquisition,Equity,75000,0.01,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
512217,PRISM MEDICO AND PHARMACY LTD.,Ramit Walia,Promoter,Equity Shares,141531,2.33,Equity Shares,3575,39325.00,Acquisition,Equity,145106,2.39,05 Jul 2023,05 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
512217,PRISM MEDICO AND PHARMACY LTD.,Charanjit Singh Bhatia,Promoter,Equity Shares,3575,0.06,Equity Shares,3575,39325.00,Disposal,Equity,0,0.00,05 Jul 2023,05 Jul 2023,05 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
500520,MAHINDRA & MAHINDRA LTD.,Keshub Mahindra,Promoter,Equity Shares,884592,0.07,Equity Shares,137304,214764052.00,Disposal,Equity,747288,0.06,07 Jul 2023,07 Jul 2023,07 Jul 2023,Off Market,,,,,,,NA,07 Jul 2023
508929,Joy Realty Limited,BHAVIN J SONI,Promoter & Director,Equity Shares,745460,31.02,Equity Shares,745460,20127420.00,Disposal,Equity,0,0.00,07 Jul 2023,07 Jul 2023,07 Jul 2023,Others,,,,,,,NA,07 Jul 2023
519475,CHORDIA FOOD PRODUCTS LTD.,MADHUBALA RAJKUMAR CHORDIA,Promoter Group,Equity Shares,751599,18.66,Equity Shares,751599,7515990.00,Disposal,Equity,0,0.00,04 Jul 2023,04 Jul 2023,06 Jul 2023,Gift,,,,,,,BSE,06 Jul 2023
532281,HCL TECHNOLOGIES LTD.,Ajit Krishnankutty Kumar,Designated Person,Equity Shares,0,0.00,Equity Shares,3735,4436993.00,Acquisition,Equity,3735,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOS,,,,,,,NA,06 Jul 2023
500247,KOTAK MAHINDRA BANK LTD.,Gaurang Shah,Connected Person,Equity Shares,817700,0.04,Equity Shares,20000,36660000.00,Disposal,Equity,797700,0.04,27 Jun 2023,27 Jun 2023,06 Jul 2023,Market Sale,,,,,,,NSE,06 Jul 2023
532488,DIVI'S LABORATORIES LTD.,Sirisha Mandava,Designated Person,Equity Shares,3400,0.00,Equity Shares,2000,7200000.00,Pledge,Equity,3400,0.00,04 May 2023,04 May 2023,06 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
519475,CHORDIA FOOD PRODUCTS LTD.,RAJKUMAR HUKMICHAND CHORDIA,Promoters Immediate Relative,Equity Shares,1544968,38.35,Equity Shares,1544968,15449680.00,Disposal,Equity,0,0.00,04 Jul 2023,04 Jul 2023,06 Jul 2023,Gift,,,,,,,BSE,06 Jul 2023
500247,KOTAK MAHINDRA BANK LTD.,Gaurang Shah,Connected Person,Equity Shares,797700,0.04,Equity Shares,16812,24545520.00,Acquisition,Equity,814512,0.04,30 Jun 2023,30 Jun 2023,06 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532523,BIOCON LTD.,RENUKA GANESH,Connected Person,Equity Shares,36670,0.00,Equity Shares,36670,9459901.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,06 Jul 2023
523638,IP RINGS LTD.-$,SIMPSON & COMPANY LIMITED,Designated Person,Equity Shares,3767000,29.72,Equity Shares,1200000,114000000.00,Acquisition,Equity,4967000,39.18,04 Jul 2023,04 Jul 2023,05 Jul 2023,Off Market,,,,,,,NA,06 Jul 2023
519475,CHORDIA FOOD PRODUCTS LTD.,PRADEEP HUKMICHAND CHORDIA,Promoter & Director,Equity Shares,374968,9.31,Equity Shares,2296567,22965670.00,Acquisition,Equity,2671535,66.32,04 Jul 2023,04 Jul 2023,06 Jul 2023,Gift,,,,,,,BSE,06 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,160958,0.12,Equity Shares,593,5930.00,Disposal,Equity,160365,0.12,05 Jul 2023,05 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
531147,Alicon Castalloy Limited,VIMAL GUPTA,KMP,Equity Shares,123025,0.76,Equity Shares,2555,2075000.00,Disposal,Equity,120470,0.75,30 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,06 Jul 2023
532286,JINDAL STEEL & POWER LTD.,SBICAP Trustee Company Limited,Connected Person,Equity Shares,43100000,4.23,Equity Shares,43100000,43100000.00,Revoke,Equity,43100000,4.23,04 Jul 2023,04 Jul 2023,05 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
532488,DIVI'S LABORATORIES LTD.,Sirisha Mandava,Designated Person,Equity Shares,3400,0.00,Equity Shares,2000,7200000.00,Pledge,Equity,3400,0.00,30 May 2023,30 May 2023,06 Jul 2023,Creation Of Pledge,,,,,,,NA,06 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,160365,0.12,Equity Shares,450,4500.00,Disposal,Equity,159915,0.12,06 Jul 2023,06 Jul 2023,06 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
501455,GREAVES COTTON LTD.,NAGESH BASAVANHALLI,Director,Equity Shares,565700,0.24,Equity Shares,185000,25047150.00,Disposal,Equity,380700,0.16,30 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,06 Jul 2023
532286,JINDAL STEEL & POWER LTD.,OPJ Trading Private Limited,Promoter Group,Equity Shares,188413667,18.47,Equity Shares,43100000,26252210000.00,Revoke,Equity,188413667,18.47,04 Jul 2023,04 Jul 2023,05 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
534675,Prozone Realty Ltd,Rakesh Rawat Family Trust,Promoter Group,Equity Shares,3692894,2.42,Equity Shares,77098,2017948.00,Disposal,Equity,3615796,2.37,28 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,BSE,06 Jul 2023
532400,Birlasoft Ltd,Mukul Singhal,Designated Person,Equity Shares,30000,0.01,Equity Shares,40000,2478000.00,Acquisition,Equity,70000,0.03,03 Jul 2023,03 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532541,Coforge Ltd,Rohit Mehra,Designated Person,Equity Shares,4023,0.00,Equity Shares,2000,9482004.00,Disposal,Equity,2023,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,06 Jul 2023
532286,JINDAL STEEL & POWER LTD.,SBICAP Trustee Company Limited Revised ,Connected Person,Equity Shares,0,0.00,Equity Shares,43100000,43100000.00,Revoke,Equity,0,0.00,04 Jul 2023,04 Jul 2023,05 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
534748,STEEL EXCHANGE INDIA LTD.,Vizag Profiles Private Limited,Promoter Group,Equity Shares,254877520,21.48,Equity Shares,10000000,143400000.00,Pledge,Equity,254877520,21.48,06 Jul 2023,06 Jul 2023,06 Jul 2023,Creation Of Pledge,,,,,,,NA,06 Jul 2023
532400,Birlasoft Ltd,Aditya Suresh Dikshit,Designated Person,Equity Shares,23968,0.01,Equity Shares,40000,2478000.00,Acquisition,Equity,63968,0.02,03 Jul 2023,03 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
534748,STEEL EXCHANGE INDIA LTD.,Umashiv Garments Private Limited,Promoter Group,Equity Shares,266112650,22.43,Equity Shares,10000000,143400000.00,Pledge,Equity,266112650,22.43,06 Jul 2023,06 Jul 2023,06 Jul 2023,Creation Of Pledge,,,,,,,NA,06 Jul 2023
534748,STEEL EXCHANGE INDIA LTD.,Umashiv Garments Private Limited,Promoter Group,Equity Shares,266112650,22.43,Equity Shares,20000000,286800000.00,Pledge,Equity,266112650,22.43,05 Jul 2023,05 Jul 2023,06 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
532400,Birlasoft Ltd,Anirban Thakur,Designated Person,Equity Shares,0,0.00,Equity Shares,15000,3747750.00,Acquisition,Equity,15000,0.01,03 Jul 2023,03 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
534748,STEEL EXCHANGE INDIA LTD.,Vizag Profiles Private Limited,Promoter Group,Equity Shares,254877520,21.48,Equity Shares,10000000,143400000.00,Pledge,Equity,254877520,21.48,06 Jul 2023,06 Jul 2023,06 Jul 2023,Pledge Released,,,,,,,NA,06 Jul 2023
532400,Birlasoft Ltd,Arti Warikoo,Designated Person,Equity Shares,17755,0.01,Equity Shares,28000,1734600.00,Acquisition,Equity,45755,0.02,03 Jul 2023,03 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532400,Birlasoft Ltd,Nitesh Mirchandani,Designated Person,Equity Shares,85136,0.03,Equity Shares,64480,3994536.00,Acquisition,Equity,149616,0.05,03 Jul 2023,03 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532281,HCL TECHNOLOGIES LTD.,Anil Ganjoo,Designated Person,Equity Shares,311536,0.01,Equity Shares,10823,12857183.00,Acquisition,Equity,322359,0.01,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOS,,,,,,,NA,06 Jul 2023
532281,HCL TECHNOLOGIES LTD.,HCL Technologies Stock Options Trust,Designated Person,Equity Shares,6208623,0.23,Equity Shares,15629,18566471.00,Disposal,Equity,6192994,0.23,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOS,,,,,,,NA,06 Jul 2023
532281,HCL TECHNOLOGIES LTD.,Srimathi Shivashankar,Designated Person,Equity Shares,0,0.00,Equity Shares,1071,1272295.00,Acquisition,Equity,1071,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOS,,,,,,,NA,06 Jul 2023
539799,Bharat Wire Ropes Ltd,Hemant Agrawal,Employee,Equity Shares,30622,0.05,Equity Shares,50000,8570000.00,Acquisition,Equity,80622,0.12,05 Jul 2023,05 Jul 2023,06 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
543523,Campus Activewear Ltd,PIYUSH SINGH,Designated Person,Equity Shares,28185,0.00,Equity Shares,50000,9858000.00,Acquisition,Equity,78185,0.02,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NSE,06 Jul 2023
532523,BIOCON LTD.,EPURI LAKSHMI NARAYANA,Designated Person,Equity Shares,0,0.00,Equity Shares,10125,2636297.00,Acquisition,Equity,10125,0.00,05 Jul 2023,05 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Info Edge Employees Stock Option Plan Trust,Trust,Equity Shares,161584,0.13,Equity Shares,626,6260.00,Disposal,Equity,160958,0.12,04 Jul 2023,04 Jul 2023,04 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532523,BIOCON LTD.,RAHUL AGRAWAL,Designated Person,Equity Shares,11900,0.00,Equity Shares,4000,1041500.00,Acquisition,Equity,15900,0.00,05 Jul 2023,05 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
532523,BIOCON LTD.,Atanu Roy,Designated Person,Equity Shares,0,0.00,Equity Shares,11849,3085183.00,Acquisition,Equity,11849,0.00,05 Jul 2023,05 Jul 2023,05 Jul 2023,ESOP,,,,,,,NA,06 Jul 2023
539788,Khemani Distributors & Marketing Ltd,VIJAYKUMAR KHEMANI,Promoter & Director,Equity Shares,5410800,23.55,Equity Shares,499200,11356800.00,Acquisition,Equity,5910000,25.72,03 Jul 2023,03 Jul 2023,04 Jul 2023,Market Purchase,,,,,,,BSE,05 Jul 2023
523638,IP RINGS LTD.-$,INDIA PISTONS LIMITED,Designated Person,Equity Shares,1269885,10.02,Equity Shares,1200000,114000000.00,Disposal,Equity,69885,0.56,03 Jul 2023,03 Jul 2023,03 Jul 2023,Off Market,,,,,,,NA,05 Jul 2023
523704,MASTEK LTD.,Maninder Kapoor Puri Revised ,Other,Equity Shares,37455,0.12,Equity Shares,2055,3966150.00,Disposal,Equity,35400,0.12,23 Jun 2023,23 Jun 2023,26 Jun 2023,Market Sale,,,,,,,NSE,05 Jul 2023
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Atul Bhatia,Designated Person,Equity Shares,889,0.00,Equity Shares,300,923055.00,Acquisition,Equity,1189,0.00,24 May 2023,24 May 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
540332,Tanvi Foods (India) Ltd,KESARA CHARITA,Director,Warrants,304000,5.66,Warrants,374000,4488000.00,Acquisition,Warrants,678000,2.92,29 Jun 2023,29 Jun 2023,03 Jul 2023,Allotment,,,,,,,BSE,05 Jul 2023
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Atul Bhatia,Designated Person,Equity Shares,939,0.00,Equity Shares,350,1076897.00,Acquisition,Equity,1289,0.00,21 Jun 2023,21 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
523704,MASTEK LTD.,Maninder Kapoor Puri Revised ,Other,Equity Shares,52200,0.17,Equity Shares,14745,28714326.00,Disposal,Equity,37455,0.12,22 Jun 2023,22 Jun 2023,26 Jun 2023,Market Sale,,,,,,,NSE,05 Jul 2023
526299,MPHASIS LTD.,ANUPAM PARGANIAH,Designated Person,Equity Shares,0,0.00,Equity Shares,22160,11080000.00,Acquisition,Equity,22160,0.01,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
532809,FIRSTSOURCE SOLUTIONS LTD.,Dinesh Jain,Designated Person,Equity Shares,433560,0.06,Equity Shares,33531,4365000.00,Disposal,Equity,400029,0.05,30 Jun 2023,30 Jun 2023,05 Jul 2023,Market Sale,,,,,,,NSE,05 Jul 2023
526299,MPHASIS LTD.,NARENDRA RAJE URS,Designated Person,Equity Shares,6000,0.00,Equity Shares,2000,1882000.00,Acquisition,Equity,8000,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
539337,Waaree Technologies Ltd,Waaree ESS Private Limited,Promoter Group,Equity Shares,499800,4.64,Equity Shares,34300,15730925.00,Disposal,Equity,465500,4.32,03 Jul 2023,04 Jul 2023,05 Jul 2023,Market Sale,,,,,,,BSE,05 Jul 2023
526299,MPHASIS LTD.,ANUPAM PARGANIAH,Designated Person,Equity Shares,22160,0.01,Equity Shares,15032,9770800.00,Acquisition,Equity,37192,0.02,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
526885,SARLA PERFORMANCE FIBERS LTD.-$,KRISHNA MADHUSUDAN JHUNJHUNWALA,Promoter & Director,Equity Shares,1314000,1.57,Equity Shares,1955000,0.00,Acquisition,Equity,3269000,3.91,28 Jun 2023,28 Jun 2023,03 Jul 2023,Inheritance,,,,,,,NA,05 Jul 2023
526299,MPHASIS LTD.,ELANGO R,Designated Person,Equity Shares,1683,0.00,Equity Shares,17500,11375000.00,Acquisition,Equity,19183,0.01,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Atul Bhatia,Designated Person,Equity Shares,1189,0.00,Equity Shares,250,921757.00,Disposal,Equity,939,0.00,13 Jun 2023,16 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,05 Jul 2023
526299,MPHASIS LTD.,ANKUR SAXENA,Designated Person,Equity Shares,9836,0.00,Equity Shares,6500,4225000.00,Acquisition,Equity,16336,0.01,30 Jun 2023,30 Jun 2023,04 Jul 2023,ESOP,,,,,,,NA,05 Jul 2023
538835,Intellect Design Arena Ltd,Anbajagane Rathinavel,Designated Person,Equity Shares,492,0.00,Equity Shares,250,157500.00,Disposal,Equity,242,0.00,30 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,05 Jul 2023
532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Atul Bhatia,Designated Person,Equity Shares,1289,0.00,Equity Shares,300,1149355.00,Disposal,Equity,989,0.00,26 Jun 2023,30 Jun 2023,04 Jul 2023,Market Sale,,,,,,,NSE,05 Jul 2023
532488,DIVI'S LABORATORIES LTD.,Nimmagadda Venkata Anirudh,Designated Person,Equity Shares,405148,0.15,Equity Shares,11500,41655246.00,Disposal,Equity,393648,0.15,28 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,NSE,05 Jul 2023
538772,Niyogin Fintech Ltd,Debiprasad Sarangi,Designated Person,Equity Shares,3992992,4.23,Equity Shares,2262,102161.00,Disposal,Equity,3990730,4.23,20 Jun 2023,20 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,05 Jul 2023
538772,Niyogin Fintech Ltd,Debiprasad Sarangi,Designated Person,Equity Shares,3976630,4.21,Equity Shares,4000,174600.00,Disposal,Equity,3972630,4.21,23 Jun 2023,23 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,05 Jul 2023
